OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
58,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{70B6BE67-4D94-4700-973A-591DF50B4CB3},59,DINO,Lands - http://landsnet.nps.gov/tractsnet/documents/DINO/Metadata/dino_metadata.xml,Dinosaur National Monument,2020/12/16 00:00:00+00,CO,IM,169567,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223241,Dinosaur,529864.172647336,1481170409.03478
59,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{E1AC11C0-22D6-466E-9E54-419ECB353DA6},60,FOLA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLA/Metadata/fola_metadata.xml,Fort Laramie National Historic Site,2018/04/09 00:00:00+00,WY,IM,1597073,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196718,Fort Laramie,15922.1645680694,6622287.37057518
60,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{F8ABD92D-9101-4F79-9DDF-0F03942133C5},61,GLAC,Lands - http://landsnet.nps.gov/tractsnet/documents/GLAC/Metadata/glac_metadata.xml,Glacier National Park,2023/03/15 13:56:56+00,MT,IM,1803454,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230264,Glacier,506692.843884002,9351621670.45825
61,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{BF804A5D-7F33-4A9A-8AD9-BF7A7D1960E7},62,GLCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLCA/Metadata/glca_metadata.xml,Glen Canyon National Recreation Area,2022/04/22 00:00:00+00,AZ,IM,23865,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209616,Glen Canyon,2069791.74579044,8057114940.76004
62,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{4480FD01-EAD6-4FFE-96D0-60F45C6A6674},63,RABR,Lands - http://landsnet.nps.gov/tractsnet/documents/RABR/Metadata/rabr_metadata.xml,Rainbow Bridge National Monument,2010/03/29 00:00:00+00,UT,IM,23944,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166457,Rainbow Bridge,4037.10960113808,1018636.98744376
63,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{13C9526A-C855-42CF-B1FD-9426B75C7307},64,GOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/GOSP/Metadata/gosp_metadata.xml,Golden Spike National Historical Park,2011/02/17 00:00:00+00,UT,IM,1428242,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175723,Golden Spike,73082.5356487581,19348834.7725759
64,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{DEF946A9-C72B-40FA-89BD-60C235AABDE8},65,GRTE,Lands - http://landsnet.nps.gov/tractsnet/documents/GRTE/Metadata/grte_metadata.xml,Grand Teton National Park,2023/09/14 16:24:27+00,WY,IM,1597571,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047976,Grand Teton,351764.858804503,2410496678.91404
65,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{6AE57908-3EDE-413B-AC1B-449215E7E5A9},66,SAND,Lands - http://landsnet.nps.gov/tractsnet/documents/SAND/Metadata/sand_metadata.xml,Sand Creek Massacre National Historic Site,2012/03/04 00:00:00+00,CO,IM,2127375,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185781,Sand Creek Massacre,41111.1733855453,83063902.2394882
66,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{C34DDD82-027A-43AA-AD17-8A19CC4E4BA6},67,GRSA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRSA/Metadata/grsa_metadata.xml,Great Sand Dunes National Park,2023/06/16 14:36:55+00,CO,IM,2733443,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194474,Great Sand Dunes,125685.105087892,698046846.596475
67,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{391E1B74-D60D-4E37-BDEE-2F0A1DB17992},68,GRSA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRSA/Metadata/grsa_metadata.xml,Great Sand Dunes National Preserve,2022/02/01 00:00:00+00,CO,IM,2733443,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194474,Great Sand Dunes,108346.563271744,270940284.628647
68,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{970EC9E9-9E80-4558-8F3B-CF96BEB7AC70},69,JODR,Lands - http://landsnet.nps.gov/tractsnet/documents/JODR/Metadata/jodr_metadata.xml,"John D. Rockefeller, Jr., Memorial Parkway",2008/04/14 00:00:00+00,WY,IM,1604577,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048169,John D Rockefeller Jr,58880.6056721006,185341715.401384
69,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{806F1C48-4C52-4C14-BE41-C8321D0CE9D4},70,FOBU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBU/Metadata/fobu_metadata.xml,Fossil Butte National Monument,2007/02/22 00:00:00+00,WY,IM,1605065,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047959,Fossil Butte,44607.2126112168,60721809.97652
70,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{68E89565-6B4B-441F-BA69-7115C1E2EF8F},71,MEVE,Lands - http://landsnet.nps.gov/tractsnet/documents/MEVE/Metadata/meve_metadata.xml,Mesa Verde National Park,2021/03/08 00:00:00+00,CO,IM,179042,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048549,Mesa Verde,102110.746026483,343422764.232956
71,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{C8406D47-CC83-49B2-AD61-AACDBB0DB66A},72,HOVE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOVE/Metadata/hove_metadata.xml,Hovenweep National Monument,2023/09/14 17:11:58+00,CO,IM,202599,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047986,Hovenweep,21091.6319287129,5195289.42145508
72,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{F5AAD5B8-67F6-4747-8D6F-1B571E658B07},73,YUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/YUHO/Metadata/yuho_metadata.xml,Yucca House National Monument,2020/12/17 00:00:00+00,CO,IM,202628,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048070,Yucca House,3918.28593400403,227843.457669054
73,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{708E9077-08FD-468B-9876-17E7D4F29674},74,MNRR,Lands - http://landsnet.nps.gov/tractsnet/documents/MNRR/Metadata/mnrr_metadata.xml,Missouri National Recreational River,2023/04/19 14:54:51+00,NE,MW,2733411,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242151,Missouri,637595.077114868,514001422.167543
74,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{6C7A54CB-6628-4D81-AE31-AC8AE3A443D9},75,MORU,Lands - http://landsnet.nps.gov/tractsnet/documents/MORU/Metadata/moru_metadata.xml,Mount Rushmore National Memorial,2010/12/13 00:00:00+00,SD,MW,1262098,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167739,Mount Rushmore,17217.214232035,9923432.10761164
75,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{FA4B6467-1BB6-4AAB-8AAC-5D8484365A78},76,ROMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ROMO/Metadata/romo_metadata.xml,Rocky Mountain National Park,2023/06/16 15:11:51+00,CO,IM,204948,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209626,Rocky Mountain,297490.001720819,1863152677.84533
76,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{BBBB7A60-4F85-470E-ADDA-BE7CE8160117},77,BEOL,Lands - http://landsnet.nps.gov/tractsnet/documents/BEOL/Metadata/beol_metadata.xml,Bent's Old Fort National Historic Site,2020/09/22 00:00:00+00,CO,IM,2559483,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166446,Bent's Old Fort,10127.9306482641,5420545.25667212
77,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{54BFA7D9-7097-4C00-A2D4-0F5069DBB7F1},78,FLFO,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,Florissant Fossil Beds National Monument,2021/03/22 00:00:00+00,CO,IM,191398,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047956,Florissant Fossil Beds,38025.6702320753,41975465.0271404
78,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{95178E74-EF07-42BD-9BB5-C3CE9E684DCB},79,BRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCA/Metadata/brca_metadata.xml,Bryce Canyon National Park,2008/03/27 00:00:00+00,UT,IM,1450197,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047913,Bryce Canyon,127086.20689518,232305570.905349
79,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{A8F99050-87D2-4316-B309-24E0EF8659E9},80,CARE,Lands - http://landsnet.nps.gov/tractsnet/documents/CARE/Metadata/care_metadata.xml,Capitol Reef National Park,2022/04/22 00:00:00+00,UT,IM,1434866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192759,Capitol Reef,405759.386888086,1605721878.7818
80,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{789D424C-D546-4D30-9A70-54C112925549},81,CEBR,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBR/Metadata/cebr_metadata.xml,Cedar Breaks National Monument,2018/05/04 00:00:00+00,UT,IM,1439558,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047930,Cedar Breaks,27322.59613015,39592554.8369502
81,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{73A57480-C9CE-4C8F-A83E-BAD1F5DCA321},82,PISP,Lands - http://landsnet.nps.gov/tractsnet/documents/PISP/Metadata/pisp_metadata.xml,Pipe Spring National Monument,2006/12/07 00:00:00+00,AZ,IM,9526,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048036,Pipe Spring,2011.56579428876,252896.691159622
82,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{D693A544-0651-4164-ABD9-0AC7A0F7BDDC},83,ZION,Lands - http://landsnet.nps.gov/tractsnet/documents/ZION/Metadata/zion_metadata.xml,Zion National Park,2017/06/22 00:00:00+00,UT,IM,1455157,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181118,Zion,206587.713070119,952718697.850256
83,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{B3AD32C3-7632-4486-85A2-4F85CF6202F9},84,THRO,Lands - http://landsnet.nps.gov/tractsnet/documents/THRO/Metadata/thro_metadata.xml,Theodore Roosevelt National Park,2017/04/27 00:00:00+00,ND,MW,1033824,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196728,Theodore Roosevelt,187232.144032442,616847538.825072
84,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{22EFECE3-4F0A-4A07-BD26-F0E681C01AF6},85,FOUS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUS/Metadata/fous_metadata.xml,Fort Union Trading Post National Historic Site,2018/07/24 00:00:00+00,MT,MW,771520,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225692,Fort Union Trading Post,24728.704414578,4006610.30253661
85,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{811B9DDF-5D16-46CB-AC6E-04563B70246C},86,TICA,Lands - http://landsnet.nps.gov/tractsnet/documents/TICA/Metadata/tica_metadata.xml,Timpanogos Cave National Monument,2005/04/14 00:00:00+00,UT,IM,1446610,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239937,Timpanogos Cave,5287.85950255729,1747594.64180153
86,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{1F0071A5-7FA5-45AF-81EE-6F9537D5039C},87,WICA,Lands - http://landsnet.nps.gov/tractsnet/documents/WICA/Metadata/wica_metadata.xml,Wind Cave National Park,2016/04/19 00:00:00+00,SD,MW,1263056,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239942,Wind Cave,90671.8054647478,261727427.159106
87,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{249C30FF-25EF-4C64-9187-2891949278EE},88,JECA,Lands - http://landsnet.nps.gov/tractsnet/documents/JECA/Metadata/jeca_metadata.xml,Jewel Cave National Monument,2010/07/22 00:00:00+00,SD,MW,1261888,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165329,Jewel Cave,13690.5245200034,9873220.821679
88,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{6731C756-F200-4927-A75C-87C30725806A},89,YELL,Lands - http://landsnet.nps.gov/tractsnet/documents/YELL/Metadata/yell_metadata.xml,Yellowstone National Park,2008/04/23 00:00:00+00,ID,IM,1609331,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048199,Yellowstone,674249.706087325,17557091584.6482
89,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{D6914FA3-FE91-4C3B-8862-0B50CB8CDCD0},90,BIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/BIHO/Metadata/biho_metadata.xml,Big Hole National Battlefield,2015/11/06 00:00:00+00,MT,PW,779820,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225687,Big Hole,12680.0444513591,8092191.99400423
90,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{D18A3F4C-E434-4C9E-B507-44CFD48F084A},91,GRKO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRKO/Metadata/grko_metadata.xml,Grant-Kohrs Ranch National Historic Site,2017/11/30 00:00:00+00,MT,IM,806847,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220223,Grant-Kohrs Ranch,20573.5545039801,13410009.510063
91,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{8858743B-D2B4-4A95-98C9-38EBBECDA98F},92,NACA,Lands - http://landsnet.nps.gov/tractsnet/documents/NACA/Metadata/naca_metadata.xml,National Capital Parks,2023/03/14 14:22:30+00,DC,NC,2738287,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223249,National Capital Parks,684677.345611335,49151777.3189375
92,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{732C2E62-603A-40DA-91F6-02903192457F},93,CLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/CLBA/Metadata/clba_metadata.xml,Clara Barton National Historic Site,2008/11/17 00:00:00+00,MD,NC,2733426,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048149,Clara Barton,1017.11159189941,55817.2532099335
93,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{F806307D-5C94-42FD-8861-5B42EF5DB8AE},94,BEPA,Lands - http://landsnet.nps.gov/tractsnet/documents/BEPA/Metadata/bepa_metadata.xml,Belmont-Paul Women's Equality National Monument,2016/09/13 00:00:00+00,DC,NC,2781517,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235426,Belmont-Paul Women's Equality,192.515500185095,2306.45870929892
94,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{57993C76-2352-4460-B282-AF116435DC45},95,FOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOWA/Metadata/fowa_metadata.xml,Fort Washington Park,2023/03/14 16:28:58+00,MD,NC,597426,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048158,Fort Washington,7194.4480342705,2301943.23811227
95,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{3A8626D0-48B8-4934-A1FE-6F8F485FB211},96,LYBA,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,Lyndon Baines Johnson Memorial Grove on the Potomac,2020/05/20 00:00:00+00,DC,NC,530776,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048177,Lyndon Baines Johnson Memorial Grove,2032.37385448097,120867.495729805
96,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{033E5B8E-6FB1-4BA9-A990-2CCAFC126779},97,MALL,Lands - http://landsnet.nps.gov/tractsnet/documents/MALL/Metadata/mall_metadata.xml,National Mall,2011/10/06 00:00:00+00,DC,NC,2733438,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181133,National Mall,5178.95291391885,1154397.71104849
97,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{C3311EFD-649B-48F7-990A-7F085FD1C18F},98,GREE,Lands - http://landsnet.nps.gov/tractsnet/documents/GREE/Metadata/gree_metadata.xml,Greenbelt Park,2021/03/03 00:00:00+00,MD,NC,597496,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048160,Greenbelt,22476.1836868301,7707043.55144369
98,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{46F3FFD7-6E46-4C6C-8E09-C4D60269A2A3},99,ROCR,Lands - http://landsnet.nps.gov/tractsnet/documents/ROCR/Metadata/rocr_metadata.xml,Rock Creek Park,2019/05/30 00:00:00+00,DC,NC,530563,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2244324,Rock Creek Park,26892.2786599303,11722714.8672835
99,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{EE4F81BB-55F0-44F3-864D-ED717EE5456E},100,PAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAV/Metadata/paav_metadata.xml,Pennsylvania Avenue National Historic Site,2016/09/13 00:00:00+00,DC,NC,2733439,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208015,Pennsylvania Avenue,10722.6309353038,124211.7046403
100,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{405E89C2-93E4-4966-8A61-D042CD4EB8C8},101,ANTI,Lands - http://landsnet.nps.gov/tractsnet/documents/ANTI/Metadata/anti_metadata.xml,Antietam National Battlefield,2023/09/15 12:54:13+00,MD,NC,589057,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048139,Antietam,34457.296779677,22204814.1336163
101,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{242024E1-DDE0-42B2-BF19-DC196D64160E},102,CHOH,Lands - http://landsnet.nps.gov/tractsnet/documents/CHOH/Metadata/choh_metadata.xml,Chesapeake and Ohio Canal National Historical Park,2023/03/14 00:00:00+00,DC,NC,583731,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253816,Chesapeake and Ohio Canal,888715.983841959,140220474.334076
102,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{D0FD2A0D-26E4-4E60-8E13-AD65CA5320DA},104,MABE,Lands - http://landsnet.nps.gov/tractsnet/documents/MABE/Metadata/mabe_metadata.xml,Mary McLeod Bethune Council House National Historic Site,2006/09/21 00:00:00+00,DC,NC,2733422,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048178,Mary McLeod Bethune Council House,130.842640261572,532.554292688483
103,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{19AAD7B3-F06E-4871-A009-1B0702CA51BA},105,HAFE,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFE/Metadata/hafe_metadata.xml,Harpers Ferry National Historical Park,2021/09/15 00:00:00+00,MD,NC,1556735,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048163,Harpers Ferry,131460.007302019,25199536.9203873
104,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{2FE40FA4-C53D-4865-8EC0-6244DB36C545},106,CATO,Lands - http://landsnet.nps.gov/tractsnet/documents/CATO/Metadata/cato_metadata.xml,Catoctin Mountain Park,2022/01/26 00:00:00+00,MD,NC,583623,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166419,Catoctin Mountain,51486.9063252559,39359346.8821515
105,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{ACACC104-C16D-4C5D-A4C7-ACF4E51E2A97},107,GWMP,Lands - http://landsnet.nps.gov/tractsnet/documents/GWMP/Metadata/gwmp_metadata.xml,George Washington Memorial Parkway,2023/09/15 16:59:57+00,MD,NC,584569,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048162,George Washington,313357.571349699,44162529.7695008
106,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{CC101118-15EC-4FC3-9FB8-51C050A44D51},108,ARHO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARHO/Metadata/arho_metadata.xml,"Arlington House, The Robert E. Lee Memorial",2021/01/22 00:00:00+00,VA,NC,1888900,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048142,"Arlington House, The Robert E. Lee Memorial",2501.22901419612,114601.207720316
107,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{39523575-F6F8-451C-8B47-1216E0C88175},109,THIS,Lands - http://landsnet.nps.gov/tractsnet/documents/THIS/Metadata/this_metadata.xml,Theodore Roosevelt Island,2005/05/31 00:00:00+00,DC,NC,2733420,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048191,Theodore Roosevelt Island,4107.77835572407,670314.073010405
108,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{E6B1FC0E-591E-4766-9544-8855FCD54178},110,MANA,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,Manassas National Battlefield Park,2019/06/11 00:00:00+00,VA,NC,1470042,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048179,Manassas,45903.8281546776,34215862.9205353
109,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{54A2CD13-0B51-4143-A211-636F19D82DB4},111,WWII,Lands - http://landsnet.nps.gov/tractsnet/documents/WWII/Metadata/wwii_metadata.xml,World War II Memorial,2011/11/03 00:00:00+00,DC,NC,1989142,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181142,World War II Memorial,1049.68370450181,57408.376783478
